invoice_id,full_date,month_name,day_part,branch_code,city,customer_type,gender,product_line_name,payment_name,unit_price,quantity,total,gross_income,rating
227-78-1148,2019-02-15,February,Afternoon,B,Mandalay,Normal,Female,Fashion accessories,Cash,72.84,7,535.3740,25.4940,8.4
727-02-1313,2019-02-09,February,Afternoon,A,Yangon,Member,Male,Food and beverages,Cash,31.84,1,33.4320,1.5920,7.7
728-47-9078,2019-01-19,January,Afternoon,C,Naypyitaw,Member,Male,Food and beverages,Cash,59.59,4,250.2780,11.9180,9.8
577-34-7579,2019-01-10,January,Evening,C,Naypyitaw,Member,Male,Food and beverages,Cash,50.49,9,477.1305,22.7205,5.4
200-16-5952,2019-01-17,January,Afternoon,C,Naypyitaw,Member,Male,Food and beverages,Cash,65.65,2,137.8650,6.5650,6.0
786-94-2700,2019-02-28,February,Evening,A,Yangon,Member,Male,Food and beverages,Cash,80.62,6,507.9060,24.1860,9.1
162-65-8559,2019-01-21,January,Evening,C,Naypyitaw,Member,Male,Food and beverages,Cash,68.98,1,72.4290,3.4490,4.8
642-61-4706,2019-03-30,March,Afternoon,B,Mandalay,Member,Male,Food and beverages,Cash,93.40,2,196.1400,9.3400,5.5
450-28-2866,2019-01-15,January,Evening,C,Naypyitaw,Member,Male,Food and beverages,Cash,17.44,5,91.5600,4.3600,8.1
719-76-3868,2019-03-12,March,Afternoon,C,Naypyitaw,Member,Male,Food and beverages,Cash,94.26,4,395.8920,18.8520,8.6
815-11-1168,2019-03-09,March,Evening,A,Yangon,Member,Male,Food and beverages,Cash,99.78,5,523.8450,24.9450,5.4
174-36-3675,2019-02-14,February,Evening,C,Naypyitaw,Member,Male,Food and beverages,Cash,99.37,2,208.6770,9.9370,5.2
434-83-9547,2019-01-23,January,Morning,C,Naypyitaw,Member,Male,Food and beverages,Cash,38.47,8,323.1480,15.3880,7.7
326-78-5178,2019-02-03,February,Morning,C,Naypyitaw,Member,Male,Food and beverages,Cash,91.40,7,671.7900,31.9900,9.5
865-41-9075,2019-01-28,January,Evening,A,Yangon,Normal,Male,Food and beverages,Cash,11.53,7,84.7455,4.0355,8.1
770-42-8960,2019-01-01,January,Evening,B,Mandalay,Normal,Male,Food and beverages,Cash,21.12,8,177.4080,8.4480,6.3
390-31-6381,2019-01-07,January,Afternoon,C,Naypyitaw,Normal,Male,Food and beverages,Cash,27.22,3,85.7430,4.0830,7.3
458-61-0011,2019-02-20,February,Evening,B,Mandalay,Normal,Male,Food and beverages,Cash,60.30,4,253.2600,12.0600,5.8
541-08-3113,2019-02-02,February,Evening,C,Naypyitaw,Normal,Male,Food and beverages,Cash,65.97,8,554.1480,26.3880,8.4
639-76-1242,2019-02-03,February,Afternoon,C,Naypyitaw,Normal,Male,Food and beverages,Cash,40.52,5,212.7300,10.1300,4.5
689-16-9784,2019-03-11,March,Afternoon,C,Naypyitaw,Normal,Male,Food and beverages,Cash,46.77,6,294.6510,14.0310,6.0
735-06-4124,2019-02-25,February,Afternoon,C,Naypyitaw,Normal,Male,Food and beverages,Cash,48.61,1,51.0405,2.4305,4.4
213-72-6612,2019-03-20,March,Afternoon,A,Yangon,Normal,Male,Food and beverages,Cash,43.25,2,90.8250,4.3250,6.2
796-32-9050,2019-01-19,January,Afternoon,A,Yangon,Normal,Male,Food and beverages,Cash,51.28,6,323.0640,15.3840,6.5
212-62-1842,2019-03-28,March,Afternoon,A,Yangon,Normal,Male,Food and beverages,Cash,58.26,6,367.0380,17.4780,9.9
384-59-6655,2019-02-19,February,Afternoon,A,Yangon,Member,Female,Food and beverages,Cash,98.66,9,932.3370,44.3970,8.4
784-08-0310,2019-01-13,January,Afternoon,C,Naypyitaw,Member,Female,Food and beverages,Cash,21.04,4,88.3680,4.2080,7.6
459-45-2396,2019-02-25,February,Evening,A,Yangon,Member,Female,Food and beverages,Cash,99.60,3,313.7400,14.9400,5.8
409-49-6995,2019-02-05,February,Morning,C,Naypyitaw,Member,Female,Food and beverages,Cash,47.27,6,297.8010,14.1810,8.8
548-48-3156,2019-03-19,March,Afternoon,A,Yangon,Member,Female,Food and beverages,Cash,83.34,2,175.0140,8.3340,7.6
316-66-3011,2019-01-23,January,Afternoon,A,Yangon,Member,Female,Food and beverages,Cash,47.63,9,450.1035,21.4335,5.0
845-94-6841,2019-01-08,January,Evening,C,Naypyitaw,Member,Female,Food and beverages,Cash,72.88,9,688.7160,32.7960,4.0
390-17-5806,2019-02-02,February,Afternoon,C,Naypyitaw,Member,Female,Food and beverages,Cash,38.42,1,40.3410,1.9210,8.6
592-46-1692,2019-01-11,January,Evening,C,Naypyitaw,Member,Female,Food and beverages,Cash,36.77,7,270.2595,12.8695,7.4
274-05-5470,2019-02-23,February,Evening,A,Yangon,Member,Female,Food and beverages,Cash,73.47,4,308.5740,14.6940,6.0
364-33-8584,2019-03-08,March,Afternoon,B,Mandalay,Member,Female,Food and beverages,Cash,17.63,5,92.5575,4.4075,8.5
135-13-8269,2019-01-26,January,Afternoon,B,Mandalay,Member,Female,Food and beverages,Cash,78.88,2,165.6480,7.8880,9.1
436-54-4512,2019-03-20,March,Evening,A,Yangon,Member,Female,Food and beverages,Cash,91.61,1,96.1905,4.5805,9.8
277-35-5865,2019-03-09,March,Morning,C,Naypyitaw,Member,Female,Food and beverages,Cash,98.97,9,935.2665,44.5365,6.7
320-32-8842,2019-03-17,March,Evening,C,Naypyitaw,Member,Female,Food and beverages,Cash,22.62,1,23.7510,1.1310,6.4
428-83-5800,2019-02-09,February,Morning,C,Naypyitaw,Member,Female,Food and beverages,Cash,21.08,3,66.4020,3.1620,7.3
316-68-6352,2019-01-21,January,Morning,A,Yangon,Member,Female,Food and beverages,Cash,36.36,2,76.3560,3.6360,7.1
571-94-0759,2019-01-08,January,Evening,B,Mandalay,Member,Female,Food and beverages,Cash,74.60,10,783.3000,37.3000,9.5
162-48-8011,2019-02-10,February,Afternoon,A,Yangon,Member,Female,Food and beverages,Cash,44.59,5,234.0975,11.1475,8.5
228-96-1411,2019-03-04,March,Evening,C,Naypyitaw,Member,Female,Food and beverages,Cash,98.70,8,829.0800,39.4800,7.6
221-25-5073,2019-03-04,March,Morning,A,Yangon,Normal,Female,Food and beverages,Cash,74.66,4,313.5720,14.9320,8.5
372-62-5264,2019-01-16,January,Afternoon,C,Naypyitaw,Normal,Female,Food and beverages,Cash,52.60,9,497.0700,23.6700,7.6
305-03-2383,2019-02-15,February,Morning,A,Yangon,Normal,Female,Food and beverages,Cash,67.10,3,211.3650,10.0650,7.5
278-86-2735,2019-03-27,March,Afternoon,A,Yangon,Normal,Female,Food and beverages,Cash,52.34,3,164.8710,7.8510,9.2
862-59-8517,2019-01-27,January,Morning,C,Naypyitaw,Normal,Female,Food and beverages,Cash,90.24,6,568.5120,27.0720,6.2
868-52-7573,2019-01-14,January,Afternoon,B,Mandalay,Normal,Female,Food and beverages,Cash,99.69,5,523.3725,24.9225,9.9
272-27-9238,2019-02-19,February,Afternoon,C,Naypyitaw,Normal,Female,Food and beverages,Cash,41.24,4,173.2080,8.2480,7.1
605-72-4132,2019-02-27,February,Afternoon,C,Naypyitaw,Normal,Female,Food and beverages,Cash,94.47,8,793.5480,37.7880,9.1
649-11-3678,2019-02-26,February,Evening,C,Naypyitaw,Normal,Female,Food and beverages,Cash,22.93,9,216.6885,10.3185,5.5
677-11-0152,2019-01-16,January,Evening,C,Naypyitaw,Normal,Female,Food and beverages,Cash,93.26,9,881.3070,41.9670,8.8
286-43-6208,2019-03-16,March,Evening,C,Naypyitaw,Normal,Female,Food and beverages,Cash,87.80,9,829.7100,39.5100,9.2
588-01-7461,2019-03-24,March,Morning,C,Naypyitaw,Normal,Female,Food and beverages,Cash,33.98,9,321.1110,15.2910,4.2
145-94-9061,2019-01-25,January,Evening,B,Mandalay,Normal,Female,Food and beverages,Cash,88.36,5,463.8900,22.0900,9.6
166-19-2553,2019-01-18,January,Evening,A,Yangon,Member,Male,Sports and travel,Cash,89.06,6,561.0780,26.7180,9.9
784-21-9238,2019-02-07,February,Afternoon,C,Naypyitaw,Member,Male,Sports and travel,Cash,10.17,1,10.6785,0.5085,5.9
102-06-2002,2019-03-20,March,Evening,C,Naypyitaw,Member,Male,Sports and travel,Cash,25.25,5,132.5625,6.3125,6.1
173-57-2300,2019-03-13,March,Afternoon,C,Naypyitaw,Member,Male,Sports and travel,Cash,72.88,2,153.0480,7.2880,6.1
327-40-9673,2019-01-13,January,Evening,B,Mandalay,Member,Male,Sports and travel,Cash,72.60,6,457.3800,21.7800,6.9
585-11-6748,2019-03-15,March,Afternoon,B,Mandalay,Member,Male,Sports and travel,Cash,96.80,3,304.9200,14.5200,5.3
343-61-3544,2019-01-29,January,Morning,B,Mandalay,Member,Male,Sports and travel,Cash,26.67,10,280.0350,13.3350,8.6
525-88-7307,2019-01-31,January,Afternoon,B,Mandalay,Member,Male,Sports and travel,Cash,75.82,1,79.6110,3.7910,5.8
532-59-7201,2019-01-31,January,Afternoon,B,Mandalay,Member,Male,Sports and travel,Cash,79.93,6,503.5590,23.9790,5.5
360-39-5055,2019-03-09,March,Morning,C,Naypyitaw,Member,Male,Sports and travel,Cash,48.91,5,256.7775,12.2275,6.6
149-71-6266,2019-01-28,January,Afternoon,B,Mandalay,Member,Male,Sports and travel,Cash,78.07,9,737.7615,35.1315,4.5
460-93-5834,2019-01-13,January,Morning,A,Yangon,Normal,Male,Sports and travel,Cash,45.58,7,335.0130,15.9530,5.0
875-31-8302,2019-01-03,January,Afternoon,B,Mandalay,Normal,Male,Sports and travel,Cash,93.38,1,98.0490,4.6690,9.6
388-76-2555,2019-02-13,February,Afternoon,B,Mandalay,Normal,Male,Sports and travel,Cash,13.69,6,86.2470,4.1070,6.3
827-77-7633,2019-02-17,February,Evening,A,Yangon,Normal,Male,Sports and travel,Cash,98.09,9,926.9505,44.1405,9.3
632-32-4574,2019-03-20,March,Afternoon,B,Mandalay,Normal,Male,Sports and travel,Cash,75.92,8,637.7280,30.3680,5.5
554-53-3790,2019-03-22,March,Evening,B,Mandalay,Normal,Male,Sports and travel,Cash,37.02,6,233.2260,11.1060,4.5
741-73-3559,2019-02-27,February,Evening,B,Mandalay,Normal,Male,Sports and travel,Cash,67.27,5,353.1675,16.8175,6.9
578-80-7669,2019-03-16,March,Afternoon,B,Mandalay,Normal,Male,Sports and travel,Cash,74.97,1,78.7185,3.7485,5.6
150-89-8043,2019-02-14,February,Afternoon,A,Yangon,Normal,Male,Sports and travel,Cash,44.65,3,140.6475,6.6975,6.2
275-28-0149,2019-02-25,February,Afternoon,A,Yangon,Normal,Male,Sports and travel,Cash,63.69,1,66.8745,3.1845,6.0
241-72-9525,2019-02-16,February,Afternoon,B,Mandalay,Normal,Male,Sports and travel,Cash,51.91,10,545.0550,25.9550,8.2
630-74-5166,2019-03-22,March,Evening,A,Yangon,Normal,Male,Sports and travel,Cash,62.13,6,391.4190,18.6390,7.4
504-35-8843,2019-01-02,January,Afternoon,A,Yangon,Normal,Male,Sports and travel,Cash,42.47,1,44.5935,2.1235,5.7
232-11-3025,2019-01-24,January,Morning,A,Yangon,Normal,Male,Sports and travel,Cash,78.77,10,827.0850,39.3850,6.4
640-49-2076,2019-01-10,January,Afternoon,B,Mandalay,Normal,Male,Sports and travel,Cash,83.78,8,703.7520,33.5120,5.1
343-75-9322,2019-01-09,January,Afternoon,B,Mandalay,Member,Female,Sports and travel,Cash,11.85,8,99.5400,4.7400,4.1
864-24-7918,2019-02-22,February,Afternoon,A,Yangon,Member,Female,Sports and travel,Cash,24.49,10,257.1450,12.2450,8.1
678-79-0726,2019-01-18,January,Afternoon,C,Naypyitaw,Member,Female,Sports and travel,Cash,90.63,9,856.4535,40.7835,5.1
394-55-6384,2019-01-25,January,Afternoon,C,Naypyitaw,Member,Female,Sports and travel,Cash,70.19,9,663.2955,31.5855,6.7
816-72-8853,2019-01-29,January,Afternoon,A,Yangon,Member,Female,Sports and travel,Cash,27.93,5,146.6325,6.9825,5.9
859-71-0933,2019-01-16,January,Afternoon,C,Naypyitaw,Member,Female,Sports and travel,Cash,15.49,2,32.5290,1.5490,6.3
560-49-6611,2019-02-07,February,Afternoon,A,Yangon,Member,Female,Sports and travel,Cash,45.58,1,47.8590,2.2790,9.8
387-49-4215,2019-01-08,January,Afternoon,B,Mandalay,Member,Female,Sports and travel,Cash,48.50,3,152.7750,7.2750,6.7
420-18-8989,2019-02-02,February,Afternoon,A,Yangon,Member,Female,Sports and travel,Cash,51.52,8,432.7680,20.6080,9.6
401-18-8016,2019-01-21,January,Evening,B,Mandalay,Member,Female,Sports and travel,Cash,98.13,1,103.0365,4.9065,8.9
340-21-9136,2019-01-25,January,Morning,A,Yangon,Member,Female,Sports and travel,Cash,40.05,4,168.2100,8.0100,9.7
447-15-7839,2019-02-09,February,Morning,A,Yangon,Member,Female,Sports and travel,Cash,22.24,10,233.5200,11.1200,4.2
891-58-8335,2019-03-11,March,Afternoon,B,Mandalay,Member,Female,Sports and travel,Cash,29.61,7,217.6335,10.3635,6.5
802-70-5316,2019-03-06,March,Evening,A,Yangon,Member,Female,Sports and travel,Cash,92.13,6,580.4190,27.6390,8.3
354-25-5821,2019-02-08,February,Afternoon,B,Mandalay,Member,Female,Sports and travel,Cash,69.12,6,435.4560,20.7360,5.6
299-46-1805,2019-01-15,January,Afternoon,B,Mandalay,Member,Female,Sports and travel,Cash,93.72,6,590.4360,28.1160,4.5
361-85-2571,2019-03-30,March,Morning,A,Yangon,Normal,Female,Sports and travel,Cash,89.48,5,469.7700,22.3700,7.4
714-02-3114,2019-02-21,February,Morning,C,Naypyitaw,Normal,Female,Sports and travel,Cash,98.80,2,207.4800,9.8800,7.7
322-02-2271,2019-02-03,February,Morning,B,Mandalay,Normal,Female,Sports and travel,Cash,42.97,3,135.3555,6.4455,9.3
539-21-7227,2019-01-26,January,Evening,B,Mandalay,Normal,Female,Sports and travel,Cash,51.54,5,270.5850,12.8850,4.2
282-35-2475,2019-03-25,March,Evening,B,Mandalay,Normal,Female,Sports and travel,Cash,93.31,2,195.9510,9.3310,6.3
326-71-2155,2019-02-03,February,Morning,C,Naypyitaw,Normal,Female,Sports and travel,Cash,73.95,4,310.5900,14.7900,6.1
301-11-9629,2019-01-15,January,Morning,A,Yangon,Normal,Female,Sports and travel,Cash,19.10,7,140.3850,6.6850,9.7
613-59-9758,2019-01-27,January,Afternoon,C,Naypyitaw,Normal,Female,Sports and travel,Cash,14.36,10,150.7800,7.1800,5.4
554-42-2417,2019-01-09,January,Afternoon,C,Naypyitaw,Normal,Female,Sports and travel,Cash,95.44,10,1002.1200,47.7200,5.2
692-27-8933,2019-02-24,February,Afternoon,B,Mandalay,Normal,Female,Sports and travel,Cash,57.95,6,365.0850,17.3850,5.2
286-01-5402,2019-03-30,March,Afternoon,A,Yangon,Normal,Female,Sports and travel,Cash,40.23,7,295.6905,14.0805,9.6
226-71-3580,2019-01-31,January,Afternoon,C,Naypyitaw,Normal,Female,Sports and travel,Cash,23.75,9,224.4375,10.6875,9.5
490-29-1201,2019-01-06,January,Morning,A,Yangon,Normal,Female,Sports and travel,Cash,15.34,1,16.1070,0.7670,6.5
560-30-5617,2019-03-24,March,Evening,B,Mandalay,Normal,Female,Sports and travel,Cash,24.77,5,130.0425,6.1925,8.5
400-89-4171,2019-01-28,January,Afternoon,C,Naypyitaw,Normal,Female,Sports and travel,Cash,80.97,8,680.1480,32.3880,9.3
695-51-0018,2019-02-10,February,Evening,B,Mandalay,Normal,Female,Sports and travel,Cash,34.84,4,146.3280,6.9680,7.4
870-54-3162,2019-01-27,January,Afternoon,A,Yangon,Normal,Female,Sports and travel,Cash,32.25,5,169.3125,8.0625,9.0
200-40-6154,2019-02-09,February,Morning,B,Mandalay,Member,Male,Home and lifestyle,Cash,65.91,6,415.2330,19.7730,5.7
648-83-1321,2019-01-16,January,Evening,A,Yangon,Member,Male,Home and lifestyle,Cash,63.56,10,667.3800,31.7800,4.3
742-04-5161,2019-02-03,February,Evening,A,Yangon,Member,Male,Home and lifestyle,Cash,72.78,10,764.1900,36.3900,7.3
305-18-3552,2019-02-12,February,Afternoon,B,Mandalay,Member,Male,Home and lifestyle,Cash,60.38,10,633.9900,30.1900,6.0
468-88-0009,2019-03-24,March,Morning,A,Yangon,Member,Male,Home and lifestyle,Cash,65.94,4,276.9480,13.1880,6.0
565-67-6697,2019-03-02,March,Afternoon,B,Mandalay,Member,Male,Home and lifestyle,Cash,27.00,9,255.1500,12.1500,4.8
307-83-9164,2019-01-25,January,Afternoon,A,Yangon,Member,Male,Home and lifestyle,Cash,60.01,4,252.0420,12.0020,4.5
593-95-4461,2019-03-24,March,Afternoon,C,Naypyitaw,Member,Male,Home and lifestyle,Cash,74.86,1,78.6030,3.7430,6.9
704-11-6354,2019-01-06,January,Morning,A,Yangon,Member,Male,Home and lifestyle,Cash,58.90,8,494.7600,23.5600,8.9
530-90-9855,2019-01-01,January,Afternoon,A,Yangon,Member,Male,Home and lifestyle,Cash,47.59,8,399.7560,19.0360,5.7
217-58-1179,2019-01-05,January,Morning,A,Yangon,Member,Male,Home and lifestyle,Cash,62.65,4,263.1300,12.5300,4.2
732-04-5373,2019-02-08,February,Morning,B,Mandalay,Member,Male,Home and lifestyle,Cash,46.47,4,195.1740,9.2940,7.0
106-35-6779,2019-03-27,March,Morning,A,Yangon,Member,Male,Home and lifestyle,Cash,44.34,2,93.1140,4.4340,5.8
554-53-8700,2019-02-02,February,Morning,C,Naypyitaw,Member,Male,Home and lifestyle,Cash,56.11,2,117.8310,5.6110,6.3
777-82-7220,2019-03-03,March,Afternoon,B,Mandalay,Member,Male,Home and lifestyle,Cash,30.12,8,253.0080,12.0480,7.7
347-56-2442,2019-02-22,February,Afternoon,A,Yangon,Normal,Male,Home and lifestyle,Cash,65.82,1,69.1110,3.2910,4.1
531-56-4728,2019-02-11,February,Afternoon,A,Yangon,Normal,Male,Home and lifestyle,Cash,80.08,3,252.2520,12.0120,5.4
733-29-1227,2019-03-23,March,Afternoon,C,Naypyitaw,Normal,Male,Home and lifestyle,Cash,55.61,7,408.7335,19.4635,8.5
805-86-0265,2019-03-20,March,Morning,A,Yangon,Normal,Male,Home and lifestyle,Cash,93.96,9,887.9220,42.2820,9.8
830-58-2383,2019-02-08,February,Afternoon,B,Mandalay,Normal,Male,Home and lifestyle,Cash,31.75,4,133.3500,6.3500,8.6
556-72-8512,2019-01-30,January,Evening,C,Naypyitaw,Normal,Male,Home and lifestyle,Cash,22.96,1,24.1080,1.1480,4.3
760-54-1821,2019-03-15,March,Morning,B,Mandalay,Normal,Male,Home and lifestyle,Cash,13.59,9,128.4255,6.1155,5.8
462-67-9126,2019-01-21,January,Evening,A,Yangon,Normal,Male,Home and lifestyle,Cash,73.22,6,461.2860,21.9660,7.2
868-81-1752,2019-02-07,February,Evening,B,Mandalay,Normal,Male,Home and lifestyle,Cash,22.02,9,208.0890,9.9090,6.8
290-68-2984,2019-03-16,March,Morning,A,Yangon,Normal,Male,Home and lifestyle,Cash,23.75,4,99.7500,4.7500,5.2
234-65-2137,2019-01-16,January,Afternoon,C,Naypyitaw,Normal,Male,Home and lifestyle,Cash,95.58,10,1003.5900,47.7900,4.8
733-01-9107,2019-03-05,March,Evening,B,Mandalay,Normal,Male,Home and lifestyle,Cash,82.70,6,521.0100,24.8100,7.4
118-62-1812,2019-03-24,March,Evening,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,78.38,4,329.1960,15.6760,7.9
748-45-2862,2019-03-07,March,Evening,A,Yangon,Member,Female,Home and lifestyle,Cash,28.31,4,118.9020,5.6620,8.2
443-60-9639,2019-01-24,January,Afternoon,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,60.87,1,63.9135,3.0435,5.5
299-29-0180,2019-03-09,March,Morning,B,Mandalay,Member,Female,Home and lifestyle,Cash,52.18,7,383.5230,18.2630,9.3
640-48-5028,2019-03-02,March,Afternoon,B,Mandalay,Member,Female,Home and lifestyle,Cash,88.39,9,835.2855,39.7755,6.3
800-09-8606,2019-01-29,January,Evening,A,Yangon,Member,Female,Home and lifestyle,Cash,87.37,5,458.6925,21.8425,6.6
451-28-5717,2019-03-20,March,Morning,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,83.17,6,523.9710,24.9510,7.3
725-96-3778,2019-01-20,January,Morning,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,89.25,8,749.7000,35.7000,4.7
803-17-8013,2019-02-17,February,Evening,A,Yangon,Member,Female,Home and lifestyle,Cash,88.79,8,745.8360,35.5160,4.1
779-06-0012,2019-01-19,January,Morning,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,88.61,1,93.0405,4.4305,7.7
430-60-3493,2019-02-03,February,Afternoon,A,Yangon,Member,Female,Home and lifestyle,Cash,94.88,7,697.3680,33.2080,4.2
526-86-8552,2019-01-07,January,Evening,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,21.82,10,229.1100,10.9100,7.1
354-39-5160,2019-02-18,February,Afternoon,A,Yangon,Member,Female,Home and lifestyle,Cash,34.42,6,216.8460,10.3260,9.8
565-80-5980,2019-01-23,January,Morning,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,47.38,4,198.9960,9.4760,7.1
817-48-8732,2019-01-20,January,Afternoon,A,Yangon,Member,Female,Home and lifestyle,Cash,72.35,10,759.6750,36.1750,5.4
867-47-1948,2019-01-09,January,Afternoon,C,Naypyitaw,Normal,Female,Home and lifestyle,Cash,15.80,10,165.9000,7.9000,7.8
181-82-6255,2019-02-08,February,Morning,B,Mandalay,Normal,Female,Home and lifestyle,Cash,16.37,6,103.1310,4.9110,7.0
453-33-6436,2019-02-07,February,Morning,A,Yangon,Normal,Female,Home and lifestyle,Cash,93.12,8,782.2080,37.2480,6.8
533-66-5566,2019-01-12,January,Morning,B,Mandalay,Normal,Female,Home and lifestyle,Cash,51.07,7,375.3645,17.8745,7.0
220-68-6701,2019-03-17,March,Afternoon,A,Yangon,Normal,Female,Home and lifestyle,Cash,77.47,4,325.3740,15.4940,4.2
468-99-7231,2019-03-03,March,Evening,C,Naypyitaw,Normal,Female,Home and lifestyle,Cash,44.01,8,369.6840,17.6040,8.8
886-54-6089,2019-01-15,January,Evening,A,Yangon,Normal,Female,Home and lifestyle,Cash,11.43,6,72.0090,3.4290,7.7
406-46-7107,2019-01-11,January,Morning,A,Yangon,Normal,Female,Home and lifestyle,Cash,96.52,6,608.0760,28.9560,4.5
633-91-1052,2019-01-27,January,Afternoon,A,Yangon,Normal,Female,Home and lifestyle,Cash,12.03,2,25.2630,1.2030,5.1
364-34-2972,2019-03-30,March,Evening,C,Naypyitaw,Member,Male,Electronic accessories,Cash,96.82,3,304.9830,14.5230,6.7
324-92-3863,2019-02-05,February,Evening,A,Yangon,Member,Male,Electronic accessories,Cash,20.89,2,43.8690,2.0890,9.8
608-05-3804,2019-02-25,February,Evening,B,Mandalay,Member,Male,Electronic accessories,Cash,39.75,1,41.7375,1.9875,6.1
134-75-2619,2019-03-25,March,Evening,A,Yangon,Member,Male,Electronic accessories,Cash,19.32,7,142.0020,6.7620,6.9
187-83-5490,2019-01-31,January,Afternoon,A,Yangon,Member,Male,Electronic accessories,Cash,20.77,4,87.2340,4.1540,4.7
346-12-3257,2019-03-04,March,Afternoon,B,Mandalay,Member,Male,Electronic accessories,Cash,19.24,9,181.8180,8.6580,8.0
441-94-7118,2019-02-04,February,Afternoon,A,Yangon,Member,Male,Electronic accessories,Cash,71.95,1,75.5475,3.5975,7.3
340-66-0321,2019-03-25,March,Afternoon,A,Yangon,Member,Male,Electronic accessories,Cash,36.36,4,152.7120,7.2720,7.6
603-07-0961,2019-01-10,January,Morning,C,Naypyitaw,Member,Male,Electronic accessories,Cash,74.79,5,392.6475,18.6975,4.9
279-74-2924,2019-01-04,January,Evening,B,Mandalay,Member,Male,Electronic accessories,Cash,72.17,1,75.7785,3.6085,6.1
861-77-0145,2019-03-03,March,Afternoon,C,Naypyitaw,Member,Male,Electronic accessories,Cash,81.97,10,860.6850,40.9850,9.2
529-56-3974,2019-03-09,March,Evening,B,Mandalay,Member,Male,Electronic accessories,Cash,25.51,4,107.1420,5.1020,6.8
189-40-5216,2019-01-09,January,Morning,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,96.37,7,708.3195,33.7295,6.0
452-04-8808,2019-01-26,January,Afternoon,B,Mandalay,Normal,Male,Electronic accessories,Cash,87.08,7,640.0380,30.4780,5.5
430-02-3888,2019-02-07,February,Afternoon,B,Mandalay,Normal,Male,Electronic accessories,Cash,46.02,6,289.9260,13.8060,7.1
715-20-1673,2019-03-06,March,Evening,B,Mandalay,Normal,Male,Electronic accessories,Cash,28.38,5,148.9950,7.0950,9.4
291-59-1384,2019-02-28,February,Evening,B,Mandalay,Normal,Male,Electronic accessories,Cash,60.30,1,63.3150,3.0150,6.0
660-29-7083,2019-01-15,January,Afternoon,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,55.87,10,586.6350,27.9350,5.8
237-44-6163,2019-01-24,January,Evening,A,Yangon,Normal,Male,Electronic accessories,Cash,10.56,8,88.7040,4.2240,7.6
538-22-0304,2019-03-24,March,Evening,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,64.95,10,681.9750,32.4750,5.2
674-56-6360,2019-03-22,March,Afternoon,A,Yangon,Normal,Male,Electronic accessories,Cash,95.15,1,99.9075,4.7575,6.0
740-11-5257,2019-02-24,February,Afternoon,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,24.74,10,259.7700,12.3700,7.1
174-75-0888,2019-03-14,March,Afternoon,B,Mandalay,Normal,Male,Electronic accessories,Cash,21.58,9,203.9310,9.7110,7.3
189-52-0236,2019-03-14,March,Afternoon,A,Yangon,Normal,Male,Electronic accessories,Cash,99.55,7,731.6925,34.8425,7.6
533-33-5337,2019-02-07,February,Evening,B,Mandalay,Normal,Male,Electronic accessories,Cash,79.39,10,833.5950,39.6950,6.2
744-09-5786,2019-01-02,January,Evening,B,Mandalay,Normal,Male,Electronic accessories,Cash,22.01,6,138.6630,6.6030,7.6
834-61-8124,2019-01-26,January,Evening,A,Yangon,Normal,Male,Electronic accessories,Cash,51.69,7,379.9215,18.0915,5.5
531-80-1784,2019-03-28,March,Evening,A,Yangon,Normal,Male,Electronic accessories,Cash,26.02,7,191.2470,9.1070,5.1
727-75-6477,2019-03-29,March,Afternoon,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,28.84,4,121.1280,5.7680,6.4
389-25-3394,2019-02-17,February,Evening,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,11.81,5,62.0025,2.9525,9.4
426-39-2418,2019-01-14,January,Morning,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,61.41,7,451.3635,21.4935,9.8
733-33-4967,2019-03-03,March,Evening,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,20.85,8,175.1400,8.3400,6.3
120-06-4233,2019-03-12,March,Evening,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,30.61,6,192.8430,9.1830,9.3
544-55-9589,2019-01-28,January,Morning,B,Mandalay,Member,Female,Electronic accessories,Cash,21.43,10,225.0150,10.7150,6.2
124-31-1458,2019-01-08,January,Afternoon,A,Yangon,Member,Female,Electronic accessories,Cash,79.59,3,250.7085,11.9385,6.6
778-34-2523,2019-01-24,January,Morning,A,Yangon,Member,Female,Electronic accessories,Cash,48.62,8,408.4080,19.4480,5.0
831-81-6575,2019-02-23,February,Morning,B,Mandalay,Member,Female,Electronic accessories,Cash,75.59,9,714.3255,34.0155,8.0
528-87-5606,2019-02-12,February,Evening,B,Mandalay,Member,Female,Electronic accessories,Cash,39.48,1,41.4540,1.9740,6.5
